Identifier, Groundtruth, Estimate
siwirora_speed4_yaw2_wind1_off2_noise4.png, 2, -24.7
siwirora_speed5_yaw7_wind5_off2_noise2.png, 7, 2.6
siwirora_speed4_yaw3_wind4_off1_noise5.png, 3, -23.3
siwirora_speed5_yaw10_wind1_off2_noise7.png, 10, 20.9
siwirora_speed8_yaw5_wind3_off2_noise1.png, 5, -8.3
siwirora_speed1_yaw11_wind5_off2_noise6.png, 11, 17.5
siwirora_speed2_yaw2_wind3_off1_noise7.png, 2, -17.8
siwirora_speed5_yaw11_wind5_off1_noise3.png, 11, 24.7
siwirora_speed5_yaw7_wind5_off2_noise7.png, 7, 0.3
siwirora_speed6_yaw6_wind4_off1_noise3.png, 6, -7.0
siwirora_speed7_yaw3_wind1_off2_noise1.png, 3, -29.1
siwirora_speed5_yaw9_wind5_off1_noise3.png, 9, 4.3
siwirora_speed2_yaw3_wind3_off2_noise5.png, 3, -11.7
siwirora_speed7_yaw2_wind2_off2_noise8.png, 2, -38.4
siwirora_speed9_yaw5_wind6_off2_noise8.png, 5, -17.5
siwirora_speed6_yaw5_wind4_off1_noise5.png, 5, -8.4
siwirora_speed4_yaw10_wind3_off1_noise6.png, 10, 13.8
siwirora_speed6_yaw11_wind1_off1_noise8.png, 11, 33.8
siwirora_speed6_yaw1_wind2_off2_noise3.png, 1, -25.1
siwirora_speed6_yaw11_wind3_off2_noise5.png, 11, 37.9
siwirora_speed1_yaw7_wind2_off2_noise1.png, 7, 0.3
siwirora_speed9_yaw8_wind2_off2_noise2.png, 8, 14.3
siwirora_speed5_yaw2_wind1_off1_noise7.png, 2, -25.2
siwirora_speed6_yaw7_wind3_off2_noise3.png, 7, -1.2
siwirora_speed3_yaw2_wind4_off1_noise4.png, 2, -28.4
siwirora_speed6_yaw1_wind3_off1_noise1.png, 1, -34.9
siwirora_speed8_yaw7_wind1_off1_noise4.png, 7, 1.1
siwirora_speed9_yaw7_wind3_off2_noise8.png, 7, 0.2
siwirora_speed3_yaw1_wind3_off2_noise2.png, 1, -17.3
siwirora_speed4_yaw10_wind6_off1_noise7.png, 10, 10.7
siwirora_speed8_yaw1_wind5_off1_noise2.png, 1, -33.3
siwirora_speed7_yaw5_wind1_off2_noise1.png, 5, -19.1
siwirora_speed6_yaw6_wind1_off2_noise2.png, 6, -5.9
siwirora_speed7_yaw10_wind1_off1_noise6.png, 10, 26.7
siwirora_speed3_yaw3_wind5_off1_noise8.png, 3, -11.0
siwirora_speed7_yaw8_wind5_off2_noise2.png, 8, 11.3
siwirora_speed1_yaw5_wind3_off2_noise3.png, 5, -7.9
siwirora_speed6_yaw7_wind1_off2_noise8.png, 7, 0.5
siwirora_speed6_yaw1_wind4_off2_noise7.png, 1, -35.1
siwirora_speed8_yaw7_wind4_off2_noise3.png, 7, 7.1
siwirora_speed6_yaw9_wind3_off2_noise4.png, 9, 16.3
siwirora_speed2_yaw4_wind2_off2_noise5.png, 4, -13.4
siwirora_speed1_yaw3_wind6_off1_noise1.png, 3, -7.0
siwirora_speed6_yaw1_wind6_off1_noise5.png, 1, -32.2
siwirora_speed1_yaw2_wind3_off2_noise6.png, 2, -15.3
siwirora_speed3_yaw10_wind3_off1_noise4.png, 10, 23.9
siwirora_speed4_yaw7_wind5_off2_noise4.png, 7, 1.3
siwirora_speed5_yaw1_wind1_off2_noise2.png, 1, -21.2
siwirora_speed6_yaw4_wind5_off1_noise8.png, 4, -35.0
siwirora_speed3_yaw7_wind4_off1_noise3.png, 7, 2.5
siwirora_speed5_yaw11_wind1_off2_noise7.png, 11, 33.0
siwirora_speed3_yaw7_wind2_off1_noise3.png, 7, -0.3
siwirora_speed1_yaw8_wind5_off2_noise4.png, 8, -0.5
siwirora_speed4_yaw8_wind3_off2_noise7.png, 8, 7.9
siwirora_speed3_yaw4_wind3_off1_noise8.png, 4, -4.4
siwirora_speed9_yaw5_wind4_off1_noise2.png, 5, -20.3
siwirora_speed3_yaw4_wind6_off2_noise2.png, 4, -1.1
siwirora_speed6_yaw8_wind1_off2_noise3.png, 8, 14.4
siwirora_speed2_yaw1_wind5_off2_noise4.png, 1, -16.2
siwirora_speed2_yaw4_wind4_off1_noise5.png, 4, -11.9
siwirora_speed9_yaw11_wind1_off1_noise6.png, 11, 27.4
siwirora_speed2_yaw3_wind1_off2_noise2.png, 3, -15.6
siwirora_speed9_yaw11_wind4_off2_noise4.png, 11, 28.8
siwirora_speed8_yaw10_wind2_off1_noise2.png, 10, 31.6
siwirora_speed4_yaw3_wind1_off1_noise5.png, 3, -25.2
siwirora_speed6_yaw9_wind6_off2_noise7.png, 9, 11.6
siwirora_speed5_yaw1_wind2_off1_noise7.png, 1, -27.0
siwirora_speed6_yaw6_wind5_off1_noise1.png, 6, -5.7
siwirora_speed3_yaw11_wind4_off2_noise1.png, 11, 30.6
siwirora_speed2_yaw8_wind5_off2_noise7.png, 8, 3.6
siwirora_speed7_yaw10_wind3_off1_noise1.png, 10, 28.7
siwirora_speed7_yaw11_wind4_off2_noise5.png, 11, 31.8
siwirora_speed2_yaw3_wind2_off2_noise8.png, 3, -11.7
siwirora_speed3_yaw7_wind4_off2_noise1.png, 7, -1.8
siwirora_speed2_yaw1_wind4_off1_noise4.png, 1, -10.5
siwirora_speed1_yaw4_wind3_off2_noise2.png, 4, -4.2
siwirora_speed6_yaw9_wind3_off2_noise1.png, 9, 13.6
siwirora_speed4_yaw6_wind5_off1_noise3.png, 6, -6.5
siwirora_speed7_yaw8_wind3_off2_noise6.png, 8, 7.6
siwirora_speed3_yaw8_wind1_off1_noise4.png, 8, 8.2
siwirora_speed1_yaw1_wind5_off2_noise2.png, 1, -23.1
siwirora_speed8_yaw5_wind5_off2_noise1.png, 5, -20.1
siwirora_speed1_yaw2_wind2_off2_noise6.png, 2, -26.9
siwirora_speed3_yaw9_wind4_off2_noise2.png, 9, 16.6
siwirora_speed9_yaw7_wind2_off2_noise6.png, 7, -0.9
siwirora_speed9_yaw8_wind6_off1_noise3.png, 8, 15.4
siwirora_speed8_yaw7_wind1_off1_noise6.png, 7, -0.6
siwirora_speed7_yaw8_wind3_off2_noise8.png, 8, 10.9
siwirora_speed7_yaw1_wind2_off2_noise2.png, 1, -34.7
siwirora_speed3_yaw7_wind2_off2_noise6.png, 7, -3.5
siwirora_speed9_yaw7_wind3_off1_noise7.png, 7, 0.7
siwirora_speed1_yaw11_wind3_off2_noise2.png, 11, 15.4
siwirora_speed3_yaw11_wind6_off1_noise7.png, 11, 16.9
siwirora_speed8_yaw5_wind1_off1_noise6.png, 5, -12.1
siwirora_speed5_yaw3_wind2_off1_noise1.png, 3, -25.1
siwirora_speed7_yaw5_wind1_off2_noise5.png, 5, -16.7
siwirora_speed4_yaw7_wind5_off2_noise8.png, 7, -0.2
siwirora_speed4_yaw9_wind3_off2_noise5.png, 9, 6.5
siwirora_speed7_yaw10_wind1_off2_noise5.png, 10, 31.0
siwirora_speed9_yaw6_wind6_off2_noise2.png, 6, -13.3
siwirora_speed8_yaw5_wind3_off2_noise6.png, 5, -14.2
siwirora_speed6_yaw5_wind2_off2_noise5.png, 5, -15.5
siwirora_speed7_yaw5_wind2_off2_noise3.png, 5, -15.2
siwirora_speed1_yaw9_wind2_off2_noise7.png, 9, 6.3
siwirora_speed2_yaw10_wind6_off1_noise4.png, 10, 10.9
siwirora_speed1_yaw2_wind5_off2_noise7.png, 2, -12.7
siwirora_speed2_yaw8_wind2_off2_noise2.png, 8, 4.9
siwirora_speed3_yaw4_wind4_off2_noise5.png, 4, -6.2
siwirora_speed9_yaw3_wind4_off2_noise2.png, 3, -27.6
siwirora_speed4_yaw9_wind2_off1_noise2.png, 9, 19.5
siwirora_speed9_yaw4_wind6_off2_noise3.png, 4, -19.5
siwirora_speed6_yaw5_wind5_off1_noise6.png, 5, -10.9
siwirora_speed2_yaw7_wind5_off1_noise8.png, 7, 3.3
siwirora_speed1_yaw9_wind4_off1_noise2.png, 9, 11.0
siwirora_speed6_yaw5_wind3_off1_noise5.png, 5, -12.1
siwirora_speed4_yaw1_wind2_off2_noise1.png, 1, -32.2
siwirora_speed9_yaw6_wind6_off1_noise3.png, 6, -8.0
siwirora_speed1_yaw3_wind2_off1_noise4.png, 3, -15.5
siwirora_speed7_yaw8_wind6_off1_noise3.png, 8, 6.4
siwirora_speed8_yaw1_wind3_off1_noise3.png, 1, -30.7
siwirora_speed4_yaw11_wind6_off1_noise1.png, 11, 21.5
siwirora_speed8_yaw7_wind6_off1_noise5.png, 7, -2.0
siwirora_speed3_yaw6_wind3_off1_noise6.png, 6, -7.8
siwirora_speed3_yaw10_wind4_off2_noise1.png, 10, 20.8
siwirora_speed7_yaw7_wind3_off2_noise1.png, 7, -0.1
siwirora_speed7_yaw6_wind6_off1_noise2.png, 6, -10.3
siwirora_speed4_yaw7_wind3_off2_noise3.png, 7, -0.4
siwirora_speed8_yaw2_wind4_off2_noise1.png, 2, -16.8
siwirora_speed5_yaw7_wind6_off1_noise2.png, 7, 0.4
siwirora_speed2_yaw5_wind3_off2_noise7.png, 5, -6.4
siwirora_speed8_yaw6_wind1_off2_noise1.png, 6, -5.1
siwirora_speed5_yaw5_wind4_off2_noise6.png, 5, -17.8
siwirora_speed2_yaw11_wind1_off2_noise1.png, 11, 22.1
siwirora_speed9_yaw2_wind6_off1_noise6.png, 2, -42.6
siwirora_speed9_yaw4_wind3_off2_noise6.png, 4, -23.0
siwirora_speed6_yaw5_wind4_off2_noise2.png, 5, -14.4
siwirora_speed4_yaw10_wind6_off1_noise3.png, 10, 41.0
siwirora_speed3_yaw2_wind6_off1_noise4.png, 2, -10.5
siwirora_speed2_yaw1_wind4_off2_noise3.png, 1, -19.5
siwirora_speed6_yaw1_wind4_off1_noise7.png, 1, -33.1
siwirora_speed9_yaw1_wind1_off1_noise3.png, 1, -30.9
siwirora_speed3_yaw3_wind4_off2_noise7.png, 3, -7.3
siwirora_speed9_yaw8_wind1_off1_noise8.png, 8, 20.2
siwirora_speed4_yaw9_wind4_off1_noise7.png, 9, 20.3
siwirora_speed3_yaw6_wind3_off2_noise1.png, 6, -2.5
siwirora_speed8_yaw10_wind6_off1_noise3.png, 10, 31.2
siwirora_speed3_yaw2_wind5_off1_noise2.png, 2, -2.1
siwirora_speed5_yaw4_wind5_off2_noise7.png, 4, -33.0
siwirora_speed1_yaw5_wind3_off1_noise5.png, 5, -6.2
siwirora_speed1_yaw11_wind5_off2_noise7.png, 11, 15.9
siwirora_speed6_yaw7_wind5_off2_noise2.png, 7, 1.7
siwirora_speed6_yaw5_wind6_off2_noise3.png, 5, -16.9
siwirora_speed5_yaw3_wind5_off2_noise8.png, 3, -25.5
siwirora_speed5_yaw9_wind3_off1_noise5.png, 9, 6.5
siwirora_speed7_yaw3_wind5_off1_noise7.png, 3, -12.8
siwirora_speed1_yaw8_wind3_off2_noise2.png, 8, 1.5
siwirora_speed2_yaw2_wind6_off2_noise5.png, 2, -16.8
siwirora_speed5_yaw5_wind2_off1_noise5.png, 5, -11.6
siwirora_speed3_yaw4_wind1_off2_noise7.png, 4, -9.7
siwirora_speed8_yaw4_wind1_off1_noise6.png, 4, -19.8
siwirora_speed4_yaw11_wind1_off1_noise2.png, 11, 28.5
siwirora_speed5_yaw10_wind3_off2_noise2.png, 10, 26.5
siwirora_speed4_yaw8_wind1_off1_noise8.png, 8, 6.7
siwirora_speed4_yaw7_wind1_off2_noise8.png, 7, -0.2
siwirora_speed4_yaw9_wind3_off2_noise2.png, 9, 14.6
siwirora_speed8_yaw11_wind5_off1_noise4.png, 11, 41.8
siwirora_speed2_yaw2_wind6_off2_noise7.png, 2, -14.8
siwirora_speed2_yaw5_wind4_off2_noise5.png, 5, -9.8
siwirora_speed8_yaw2_wind1_off1_noise3.png, 2, -32.2
siwirora_speed5_yaw6_wind2_off2_noise6.png, 6, -3.6
siwirora_speed1_yaw8_wind4_off2_noise6.png, 8, 0.1
siwirora_speed3_yaw1_wind3_off1_noise4.png, 1, -29.5
siwirora_speed5_yaw10_wind4_off2_noise6.png, 10, 25.7
siwirora_speed2_yaw6_wind6_off2_noise8.png, 6, -6.3
siwirora_speed1_yaw8_wind1_off1_noise2.png, 8, 3.9
siwirora_speed6_yaw7_wind3_off2_noise5.png, 7, -2.0
siwirora_speed1_yaw8_wind6_off1_noise6.png, 8, 3.5
siwirora_speed7_yaw3_wind3_off1_noise2.png, 3, -25.3
siwirora_speed9_yaw11_wind2_off1_noise6.png, 11, 42.6
siwirora_speed5_yaw6_wind2_off1_noise6.png, 6, -5.8
siwirora_speed3_yaw8_wind5_off2_noise2.png, 8, 11.6
siwirora_speed2_yaw7_wind4_off2_noise2.png, 7, -4.5
siwirora_speed7_yaw8_wind3_off1_noise3.png, 8, 13.4
siwirora_speed2_yaw4_wind2_off2_noise1.png, 4, -9.3
siwirora_speed9_yaw4_wind1_off2_noise8.png, 4, -23.1
siwirora_speed3_yaw4_wind1_off2_noise8.png, 4, -14.4
siwirora_speed8_yaw3_wind5_off2_noise4.png, 3, -7.1
siwirora_speed7_yaw3_wind4_off1_noise5.png, 3, -31.1
siwirora_speed3_yaw2_wind5_off1_noise1.png, 2, -24.3
siwirora_speed2_yaw4_wind6_off2_noise4.png, 4, -4.1
siwirora_speed1_yaw7_wind6_off1_noise1.png, 7, -2.9
siwirora_speed9_yaw7_wind4_off1_noise1.png, 7, 3.0
siwirora_speed3_yaw1_wind1_off2_noise4.png, 1, -16.4
siwirora_speed7_yaw11_wind3_off2_noise2.png, 11, 30.8
siwirora_speed4_yaw11_wind3_off1_noise3.png, 11, 22.3
siwirora_speed1_yaw2_wind2_off1_noise5.png, 2, -18.7
siwirora_speed1_yaw10_wind1_off2_noise5.png, 10, 11.1
siwirora_speed2_yaw9_wind6_off1_noise7.png, 9, 10.7
siwirora_speed4_yaw7_wind1_off1_noise1.png, 7, 0.9
siwirora_speed6_yaw3_wind4_off1_noise8.png, 3, -9.1
siwirora_speed1_yaw3_wind3_off1_noise2.png, 3, -19.9
siwirora_speed4_yaw3_wind1_off2_noise7.png, 3, -24.8
